,0
1463,2.0
1464,3.0
1465,0.0
1466,3.0
1467,2.0
1468,0.0
1469,1.0
1470,0.0
1471,1.0
1472,1.0
1473,0.0
1474,0.0
1475,2.0
1476,2.0
1477,1.0
1478,1.0
1479,3.0
1480,2.0
1481,0.0
1482,1.0
1483,0.0
1484,2.0
1485,0.0
1486,1.0
1487,2.0
1488,3.0
1489,1.0
1490,2.0
1491,0.0
1492,0.0
1493,2.0
1494,1.0
1495,0.0
1496,3.0
1497,1.0
1498,0.0
1499,2.0
1500,1.0
1501,3.0
1502,4.0
1503,2.0
1504,3.0
1505,1.0
1506,0.0
1507,5.0
1508,2.0
1509,0.0
1510,1.0
1511,3.0
1512,4.0
1513,14.0
1514,3.0
1515,0.0
1516,2.0
1517,1.0
1518,10.0
1519,5.0
1520,19.0
1521,
1522,2.0
1523,0.0
1524,1.0
1525,1.0
1526,0.0
1527,1.0
1528,3.0
1529,0.0
1530,2.0
1531,1.0
1532,3.0
1533,5.0
1534,0.0
1535,
1536,0.0
1537,1.0
1538,2.0
1539,3.0
1540,7.0
1541,4.0
1542,-1.0
1543,1.0
1544,0.0
1545,3.0
1546,2.0
1547,
1548,1.0
1549,0.0
1550,2.0
1551,-1.0
1552,3.0
1553,2.0
1554,3.0
1555,0.0
1556,1.0
1557,4.0
1558,0.0
1559,1.0
1560,2.0
1561,
1562,3.0
1563,0.0
1564,1.0
1565,2.0
1566,8.0
1567,3.0
1568,0.0
1569,2.0
1570,1.0
1571,5.0
1572,0.0
1573,2.0
1574,3.0
1575,13.0
1576,1.0
1577,11.0
1578,4.0
1579,8.0
1580,0.0
1581,1.0
1582,2.0
1583,3.0
1584,1.0
1585,0.0
1586,9.0
1587,12.0
1588,2.0
1589,3.0
1590,13.0
1591,6.0
1592,16.0
1593,1.0
1594,0.0
1595,2.0
1596,5.0
1597,3.0
1598,0.0
1599,3.0
1600,1.0
1601,2.0
1602,4.0
1603,3.0
1604,1.0
1605,0.0
1606,2.0
1607,1.0
1608,0.0
1609,2.0
1610,3.0
1611,-1.0
1612,4.0
1613,0.0
1614,1.0
1615,2.0
1616,1.0
1617,0.0
1618,2.0
1619,1.0
1620,0.0
1621,3.0
1622,0.0
1623,2.0
1624,1.0
1625,3.0
1626,1.0
1627,0.0
1628,2.0
1629,5.0
1630,3.0
1631,2.0
1632,1.0
1633,0.0
1634,2.0
1635,2.0
1636,0.0
1637,1.0
1638,3.0
1639,0.0
1640,-1.0
1641,1.0
1642,3.0
1643,
1644,0.0
1645,1.0
1646,2.0
1647,1.0
1648,3.0
1649,0.0
1650,1.0
1651,0.0
1652,3.0
1653,2.0
1654,1.0
1655,0.0
1656,0.0
1657,1.0
1658,2.0
1659,3.0
1660,4.0
1661,0.0
1662,2.0
1663,1.0
1664,3.0
1665,0.0
1666,1.0
1667,2.0
1668,0.0
1669,1.0
1670,2.0
1671,3.0
1672,2.0
1673,0.0
1674,4.0
1675,1.0
1676,3.0
1677,0.0
1678,1.0
1679,5.0
1680,2.0
1681,3.0
1682,4.0
1683,1.0
1684,2.0
1685,0.0
1686,3.0
1687,6.0
1688,0.0
1689,4.0
1690,2.0
1691,1.0
1692,3.0
1693,6.0
1694,5.0
1695,3.0
1696,0.0
1697,1.0
1698,2.0
1699,2.0
1700,1.0
1701,0.0
1702,3.0
1703,4.0
1704,0.0
1705,9.0
1706,1.0
1707,13.0
1708,2.0
1709,3.0
1710,12.0
1711,6.0
1712,8.0
1713,0.0
1714,1.0
1715,2.0
1716,3.0
1717,-1.0
1718,0.0
1719,1.0
1720,2.0
1721,3.0
1722,-1.0
1723,4.0
1724,10.0
1725,12.0
1726,5.0
1727,13.0
1728,2.0
1729,0.0
1730,1.0
1731,3.0
1732,1.0
1733,0.0
1734,2.0
1735,3.0
1736,5.0
1737,0.0
1738,1.0
1739,3.0
1740,2.0
1741,5.0
1742,0.0
1743,1.0
1744,2.0
1745,4.0
1746,3.0
1747,5.0
1748,-1.0
1749,2.0
1750,1.0
1751,3.0
1752,0.0
1753,6.0
1754,4.0
1755,5.0
1756,3.0
1757,2.0
1758,1.0
1759,-1.0
1760,4.0
1761,0.0
1762,11.0
1763,7.0
1764,5.0
1765,10.0
1766,14.0
1767,6.0
1768,8.0
1769,3.0
1770,2.0
1771,0.0
1772,1.0
1773,4.0
1774,1.0
1775,0.0
1776,2.0
1777,4.0
1778,6.0
1779,11.0
1780,3.0
1781,13.0
1782,7.0
1783,9.0
1784,10.0
1785,5.0
1786,12.0
1787,1.0
1788,2.0
1789,0.0
1790,3.0
1791,4.0
1792,-1.0
1793,1.0
1794,6.0
1795,4.0
1796,0.0
1797,2.0
1798,3.0
1799,5.0
1800,10.0
1801,-1.0
1802,7.0
1803,14.0
1804,1.0
1805,0.0
1806,2.0
1807,3.0
1808,-1.0
1809,1.0
1810,0.0
1811,2.0
1812,5.0
1813,3.0
1814,2.0
1815,0.0
1816,1.0
1817,5.0
1818,3.0
1819,18.0
1820,-1.0
1821,14.0
1822,0.0
1823,-1.0
1824,1.0
1825,3.0
1826,2.0
1827,4.0
1828,0.0
1829,1.0
1830,2.0
1831,4.0
1832,3.0
1833,5.0
1834,-1.0
1835,6.0
1836,2.0
1837,0.0
1838,3.0
1839,13.0
1840,1.0
1841,4.0
1842,9.0
1843,6.0
1844,5.0
1845,11.0
1846,-1.0
1847,7.0
1848,8.0
1849,14.0
1850,16.0
1851,10.0
1852,0.0
1853,1.0
1854,3.0
1855,2.0
1856,4.0
1857,13.0
1858,6.0
1859,5.0
1860,10.0
1861,11.0
1862,9.0
1863,-1.0
1864,14.0
1865,12.0
1866,8.0
1867,7.0
1868,17.0
1869,18.0
1870,15.0
1871,2.0
1872,3.0
1873,1.0
1874,0.0
1875,4.0
1876,-1.0
1877,
1878,2.0
1879,0.0
1880,1.0
1881,3.0
1882,0.0
1883,2.0
1884,1.0
1885,3.0
1886,7.0
1887,9.0
1888,4.0
1889,8.0
1890,5.0
1891,2.0
1892,1.0
1893,0.0
1894,3.0
1895,-1.0
1896,4.0
1897,5.0
1898,1.0
1899,2.0
1900,0.0
1901,3.0
1902,7.0
1903,-1.0
1904,5.0
1905,4.0
1906,10.0
1907,9.0
1908,6.0
1909,17.0
1910,14.0
1911,11.0
1912,13.0
1913,8.0
1914,15.0
1915,12.0
1916,1.0
1917,0.0
1918,2.0
1919,3.0
1920,4.0
1921,6.0
1922,5.0
1923,-1.0
1924,2.0
1925,1.0
1926,0.0
1927,-1.0
1928,3.0
1929,4.0
1930,1.0
1931,3.0
1932,0.0
1933,2.0
1934,4.0
1935,-1.0
1936,6.0
1937,5.0
1938,11.0
1939,17.0
1940,8.0
1941,1.0
1942,2.0
1943,3.0
1944,5.0
1945,-1.0
1946,4.0
1947,0.0
1948,6.0
1949,1.0
1950,2.0
1951,0.0
1952,3.0
1953,4.0
1954,6.0
1955,-1.0
1956,8.0
1957,7.0
1958,5.0
1959,12.0
1960,16.0
1961,3.0
1962,1.0
1963,2.0
1964,0.0
1965,5.0
1966,4.0
1967,8.0
1968,2.0
1969,3.0
1970,1.0
1971,0.0
1972,9.0
1973,5.0
1974,14.0
1975,13.0
1976,4.0
1977,10.0
1978,11.0
1979,8.0
1980,-1.0
1981,7.0
1982,6.0
1983,12.0
1984,0.0
1985,1.0
1986,2.0
1987,3.0
1988,7.0
1989,11.0
1990,5.0
1991,6.0
1992,-1.0
1993,14.0
1994,1.0
1995,0.0
1996,2.0
1997,11.0
1998,3.0
1999,4.0
2000,13.0
2001,5.0
2002,-1.0
2003,9.0
2004,7.0
2005,10.0
2006,14.0
2007,6.0
2008,12.0
2009,8.0
2010,
2011,2.0
2012,1.0
2013,0.0
2014,3.0
2015,5.0
2016,-1.0
2017,4.0
2018,9.0
2019,7.0
2020,10.0
2021,11.0
2022,16.0
2023,15.0
2024,6.0
2025,1.0
2026,0.0
2027,3.0
2028,4.0
2029,2.0
2030,6.0
2031,2.0
2032,1.0
2033,0.0
2034,3.0
2035,-1.0
2036,2.0
2037,1.0
2038,3.0
2039,0.0
2040,4.0
2041,5.0
2042,6.0
2043,-1.0
2044,7.0
2045,1.0
2046,2.0
2047,0.0
2048,4.0
2049,7.0
2050,8.0
2051,3.0
2052,1.0
2053,3.0
2054,0.0
2055,2.0
2056,1.0
2057,2.0
2058,3.0
2059,0.0
2060,4.0
2061,6.0
2062,5.0
2063,7.0
2064,8.0
2065,19
2066,1.0
2067,2.0
2068,0.0
2069,6.0
2070,3.0
2071,5.0
2072,8.0
2073,4.0
2074,0.0
2075,1.0
2076,-1.0
2077,2.0
2078,3.0
2079,4.0
2080,5.0
2081,0.0
2082,3.0
2083,1.0
2084,2.0
2085,4.0
2086,1.0
2087,0.0
2088,2.0
2089,3.0
2090,6.0
2091,14.0
2092,9.0
2093,4.0
2094,10.0
2095,13.0
2096,12.0
2097,11.0
2098,8.0
2099,-1.0
2100,15.0
2101,7.0
2102,5.0
2103,1.0
2104,0.0
2105,2.0
2106,3.0
2107,10.0
2108,-1.0
2109,4.0
2110,11.0
2111,8.0
2112,2.0
2113,1.0
2114,0.0
2115,3.0
2116,4.0
2117,0.0
2118,1.0
2119,2.0
2120,3.0
2121,4.0
2122,-1.0
2123,
2124,1.0
2125,0.0
2126,2.0
2127,3.0
2128,-1.0
2129,4.0
2130,2.0
2131,1.0
2132,0.0
2133,3.0
2134,10.0
2135,8.0
2136,5.0
2137,4.0
2138,6.0
2139,14.0
2140,11.0
2141,7.0
2142,12.0
2143,0.0
2144,3.0
2145,2.0
2146,1.0
2147,6.0
2148,8.0
2149,-1.0
2150,0.0
2151,2.0
2152,3.0
2153,1.0
2154,5.0
2155,4.0
2156,0.0
2157,1.0
2158,3.0
2159,2.0
2160,6.0
2161,7.0
2162,4.0
2163,8.0
2164,9.0
2165,5.0
2166,10.0
2167,-1.0
